平成22年国勢調査（総務省統計局）																																																																																			
都道府県・市区町村別主要統計表（平成22年）																																																																																			
"注）総数には「不詳」を含むため、内訳を合計しても総数に一致しない。
"																																																																																			
　割合は，分母から不詳を除いて算出している。　　							用語の解説																																																																												
  産業３部門別割合は，分母から「分類不能の産業」を除いて算出している。																																																																																			
地域	人口	平成17年	平成17年～22年の	平成17年～22年の					年齢（総数）	年齢別割合（総数）	年齢（男）	年齢別割合（男）	年齢（女）	年齢別割合（女）		国籍	世帯							昼間人口	"昼夜間
人口比率"
08	08221				2	茨城県	ひたちなか市	157,060	153,639	3,421	2.2 	99.07	1,585.3	43.0 	42.5 	157,060	24,160	100,276	31,744	15.5 	64.2 	20.3 	79,046	12,334	51,527	14,616	15.7 	65.7 	18.6 	78,014	11,826	48,749	17,128	15.2 	62.7 	22.0 	101.3 	155,375	978	60,268	60,202	66	56,319	60,202	38,605	13,387	19,991	783	4,444	15,490	3,739	6,550	4,292	73,089	1,838	21,934	46,665	2.6	31.1	66.3	1,743	1,732	95	7	4,880	17,047	405	2,029	3,337	11,244	1,669	850	3,769	4,078	2,525	2,975	6,014	340	4,521	2,909	2,652	152,891	97.3
08	08222				2	茨城県	鹿嶋市	66,093	64,435	1,658	2.6 	105.97	623.7	44.8 	46.1 	66,093	9,079	41,907	14,748	13.8 	63.8 	22.4 	34,026	4,609	22,297	6,853	13.7 	66.0 	20.3 	32,067	4,470	19,610	7,895	14.0 	61.3 	24.7 	106.1 	65,534	538	25,199	25,168	31	23,552	25,168	14,462	5,785	6,667	366	1,644	6,920	1,860	2,892	2,536	27,860	815	9,078	16,487	3.1	34.4	62.5	686	681	129	33	3,138	5,907	206	203	2,253	3,783	421	317	840	1,473	1,104	1,210	2,238	104	1,539	796	1,480	71,102	107.6
08	08223				2	茨城県	潮来市	30,534	31,524	-990	-3.1 	71.41	427.6	46.0 	47.9 	30,534	3,873	19,419	7,194	12.7 	63.7 	23.6 	15,048	1,943	9,910	3,157	12.9 	66.0 	21.0 	15,486	1,930	9,509	4,037	12.5 	61.4 	26.1 	97.2 	30,208	321	10,384	10,375	9	10,086	10,375	5,778	1,770	2,929	201	878	2,247	759	905	1,752	14,884	675	4,504	9,239	4.7	31.2	64.1	663	663	12	24	1,662	2,818	81	103	1,217	2,500	229	127	466	894	680	523	1,109	100	770	440	466	26,002	85.2
08	08224	関東			2	茨城県	守谷市	62,482	53,700	8,782	16.4 	35.63	1,753.6	40.4 	39.7 	62,482	10,142	43,175	8,955	16.3 	69.3 	14.4 	31,591	5,276	21,897	4,251	16.8 	69.7 	13.5 	30,891	4,866	21,278	4,704	15.8 	69.0 	15.2 	102.3 	61,587	673	22,854	22,841	13	18,677	22,841	15,652	4,820	9,163	254	1,415	4,938	843	1,763	1,536	31,291	234	7,855	21,241	0.8	26.8	72.4	233	233	1	5	1,840	6,010	179	1,411	1,844	5,072	1,013	600	1,656	1,471	1,095	1,594	2,529	90	1,520	1,167	1,961	50,861	81.4
08	08225				2	茨城県	常陸大宮市	45,178	47,808	-2,630	-5.5 	348.38	129.7	49.2 	52.1 	45,178	5,340	26,476	13,321	11.8 	58.7 	29.5 	22,141	2,765	13,587	5,751	12.5 	61.5 	26.0 	23,037	2,575	12,889	7,570	11.2 	56.0 	32.9 	96.1 	44,966	211	16,087	16,044	43	16,029	16,044	9,502	3,441	4,503	293	1,265	3,445	1,740	2,128	2,129	21,675	2,399	6,639	12,329	11.2	31.1	57.7	2,398	2,336	1	29	2,026	4,584	125	214	966	3,042	346	119	463	863	1,204	866	2,196	256	898	771	308	42,260	93.5
08	08226				2	茨城県	那珂市	54,240	54,705	-465	-0.9 	97.80	554.6	46.4 	48.2 	54,240	7,138	33,708	13,392	13.2 	62.1 	24.7 	26,388	3,714	16,794	5,878	14.1 	63.6 	22.3 	27,852	3,424	16,914	7,514	12.3 	60.7 	27.0 	94.7 	54,090	150	18,889	18,854	35	18,034	18,854	12,824	4,509	6,596	293	1,426	3,113	1,489	2,433	2,014	26,544	1,606	6,291	16,757	6.5	25.5	68.0	1,606	1,591	-	2	2,209	4,080	158	510	1,215	4,207	676	206	951	1,086	1,052	1,202	2,717	193	1,532	1,052	1,890	46,377	85.5
08	08227				2	茨城県	筑西市	108,527	112,581	-4,054	-3.6 	205.35	528.5	45.9 	47.5 	108,527	14,320	68,435	25,502	13.2 	63.2 	23.6 	53,680	7,360	35,119	11,019	13.8 	65.6 	20.6 	54,847	6,960	33,316	14,483	12.7 	60.8 	26.4 	97.9 	106,990	1,472	35,188	35,132	56	34,683	35,132	18,836	5,840	9,626	563	2,807	6,937	2,222	2,904	7,112	52,936	4,570	18,920	27,826	8.9	36.9	54.2	4,569	4,562	1	27	3,889	15,004	158	321	3,191	7,777	1,004	397	1,096	2,139	1,769	1,909	4,378	455	1,904	1,328	1,620	104,888	96.6
08	08228				2	茨城県	坂東市	56,114	57,516	-1,402	-2.4 	123.18	455.5	45.2 	46.5 	56,114	7,557	36,007	12,448	13.5 	64.3 	22.2 	28,309	3,880	18,885	5,472	13.7 	66.9 	19.4 	27,805	3,677	17,122	6,976	13.2 	61.6 	25.1 	101.8 	55,226	877	16,763	16,723	40	16,290	16,723	8,522	2,405	4,539	308	1,270	2,834	830	1,142	4,260	29,383	3,077	10,544	13,979	11.1	38.2	50.6	3,077	3,068	-	3	2,637	7,904	55	128	2,289	3,731	287	186	375	1,085	1,142	790	2,031	199	1,072	609	1,783	52,842	94.2
08	08229				2	茨城県	稲敷市	46,895	49,689	-2,794	-5.6 	205.78	227.9	47.9 	50.7 	46,895	5,352	29,234	12,260	11.4 	62.4 	26.2 	23,232	2,739	15,251	5,208	11.8 	65.7 	22.5 	23,663	2,613	13,983	7,052	11.0 	59.1 	29.8 	98.2 	46,151	739	14,809	14,790	19	15,043	14,790	7,541	2,432	3,702	269	1,138	2,814	1,042	1,278	3,345	22,412	1,596	6,950	11,876	7.8	34.0	58.2	1,586	1,583	10	22	1,884	5,044	55	158	1,584	2,879	304	160	343	818	1,121	746	1,771	170	1,134	633	1,990	43,349	92.4
08	08230				2	茨城県	かすみがうら市	43,553	44,603	-1,050	-2.4 	156.61	278.1	45.4 	46.3 	43,553	5,889	27,543	10,023	13.6 	63.4 	23.1 	21,846	3,001	14,306	4,454	13.8 	65.7 	20.5 	21,707	2,888	13,237	5,569	13.3 	61.0 	25.7 	100.6 	42,970	563	14,730	14,701	29	14,302	14,701	8,377	2,714	4,392	226	1,045	3,162	839	1,321	2,344	22,603	2,007	6,512	11,727	9.9	32.2	57.9	1,948	1,948	59	2	1,416	5,094	58	225	1,455	3,063	348	214	580	759	726	765	1,815	133	994	592	2,357	37,562	86.2
08	08231				2	茨城県	桜川市	45,673	48,400	-2,727	-5.6 	179.78	254.0	47.3 	49.8 	45,673	5,808	28,064	11,788	12.7 	61.5 	25.8 	22,407	3,013	14,479	4,905	13.5 	64.6 	21.9 	23,266	2,795	13,585	6,883	12.0 	58.4 	29.6 	96.3 	45,533	128	13,632	13,606	26	13,617	13,606	6,970	2,045	3,590	243	1,092	2,103	945	1,104	3,491	21,757	1,639	7,988	11,663	7.7	37.5	54.8	1,639	1,633	-	47	1,761	6,180	62	115	1,121	3,449	324	99	385	753	786	898	2,159	163	713	636	467	41,087	90.0
08	08232				2	茨城県	神栖市	94,795	91,867	2,928	3.2 	147.26	643.7	41.7 	41.2 	94,795	14,684	63,837	15,792	15.6 	67.7 	16.7 	48,773	7,573	33,868	6,922	15.7 	70.0 	14.3 	46,022	7,111	29,969	8,870	15.5 	65.2 	19.3 	106.0 	91,764	3,020	35,901	35,882	19	33,366	35,882	19,323	5,847	10,196	544	2,736	10,593	1,724	2,006	3,928	47,404	2,521	16,542	23,516	5.9	38.9	55.2	2,139	2,136	382	50	5,037	11,455	396	207	3,503	5,365	595	481	1,087	2,650	1,453	1,174	3,156	166	2,367	916	4,825	100,911	106.5
08	08233				2	茨城県	行方市	37,611	40,035	-2,424	-6.1 	222.38	169.1	48.4 	51.4 	37,611	4,341	22,858	10,383	11.6 	60.8 	27.6 	18,463	2,215	11,856	4,365	12.0 	64.3 	23.7 	19,148	2,126	11,002	6,018	11.1 	57.5 	31.4 	96.4 	36,761	839	11,346	11,326	20	11,313	11,326	4,956	1,522	2,421	201	812	2,151	675	886	3,241	20,630	4,104	5,260	9,170	22.1	28.4	49.5	4,037	4,034	67	26	1,592	3,642	49	89	1,174	2,438	212	110	313	544	756	718	1,262	218	708	579	2,096	34,802	92.5
08	08234				2	茨城県	鉾田市	50,156	51,054	-898	-1.8 	208.18	240.9	47.2 	49.6 	50,156	6,044	30,986	13,083	12.1 	61.8 	26.1 	25,248	3,094	16,376	5,746	12.3 	64.9 	22.8 	24,908	2,950	14,610	7,337	11.8 	58.7 	29.5 	101.4 	48,336	1,815	16,810	16,791	19	15,774	16,791	7,840	2,806	3,629	268	1,137	4,276	1,346	1,677	3,576	26,165	8,534	5,340	11,922	33.1	20.7	46.2	8,491	8,489	43	4	2,296	3,040	70	140	1,384	3,339	304	197	487	831	921	842	1,636	222	896	653	369	45,478	90.7
08	08235	関東			2	茨城県	つくばみらい市	44,461	40,174	4,287	10.7 	79.14	561.8	44.4 	44.0 	44,461	5,940	28,846	9,656	13.4 	64.9 	21.7 	22,163	3,026	14,716	4,407	13.7 	66.4 	19.9 	22,298	2,914	14,130	5,249	13.1 	63.4 	23.5 	99.4 	44,148	294	15,273	15,264	9	12,563	15,264	9,250	3,181	4,814	220	1,035	2,934	806	1,455	2,246	21,972	970	6,275	13,618	4.6	30.1	65.3	970	969	-	2	1,746	4,527	86	552	1,633	3,270	414	287	1,037	875	935	813	1,649	132	1,236	699	1,109	38,797	87.3
08	08236				2	茨城県	小美玉市	52,279	53,265	-986	-1.9 	145.03	360.5	44.5 	45.2 	52,279	7,279	33,387	11,502	14.0 	64.0 	22.0 	26,299	3,688	17,391	5,151	14.1 	66.3 	19.6 	25,980	3,591	15,996	6,351	13.8 	61.7 	24.5 	101.2 	51,392	786	17,207	17,159	48	16,564	17,159	10,238	3,259	5,418	291	1,270	3,352	1,075	1,679	2,628	26,660	3,317	7,732	14,757	12.9	30.0	57.2	3,314	3,305	3	3	1,959	5,770	78	184	1,689	3,810	419	234	466	860	1,036	758	2,057	181	1,133	1,852	854	50,463	96.5
08	08302				3	茨城県	茨城町	34,513	35,008	-495	-1.4 	121.64	283.7	47.3 	49.7 	34,513	4,229	21,245	9,026	12.3 	61.6 	26.2 	17,018	2,238	10,860	3,912	13.2 	63.8 	23.0 	17,495	1,991	10,385	5,114	11.4 	59.4 	29.2 	97.3 	34,142	357	11,187	11,147	40	10,514	11,147	6,493	2,137	3,326	195	835	2,013	811	1,180	1,971	17,145	2,815	3,911	10,258	16.6	23.0	60.4	2,770	2,764	45	6	1,759	2,146	68	155	1,026	3,079	340	150	376	708	695	545	1,571	110	864	571	161	31,184	90.4
08	08309				3	茨城県	大洗町	18,328	19,205	-877	-4.6 	23.19	790.3	47.4 	49.3 	18,328	2,145	11,355	4,780	11.7 	62.1 	26.1 	8,909	1,105	5,825	1,947	12.4 	65.6 	21.9 	9,419	1,040	5,530	2,833	11.1 	58.8 	30.1 	94.6 	17,540	772	7,021	6,995	26	6,989	6,995	3,756	1,224	1,803	137	592	2,028	722	668	823	9,375	592	2,565	6,114	6.4	27.7	65.9	348	348	244	-	801	1,764	39	95	486	1,709	141	77	471	818	398	271	666	67	623	253	104	18,314	99.9
08	08310				3	茨城県	城里町	21,491	22,993	-1,502	-6.5 	161.73	132.9	48.6 	51.6 	21,491	2,520	12,991	5,979	11.7 	60.5 	27.8 	10,400	1,262	6,582	2,555	12.1 	63.3 	24.6 	11,091	1,258	6,409	3,424	11.3 	57.8 	30.9 	93.8 	21,417	70	7,142	7,131	11	7,206	7,131	4,410	1,481	2,211	137	581	1,129	650	881	1,138	10,580	1,152	2,701	6,445	11.2	26.2	62.6	1,152	1,139	-	10	1,081	1,610	54	98	578	1,711	213	65	258	391	539	399	1,085	84	631	339	282	16,708	77.7
08	08341				3	茨城県	東海村	37,438	35,450	1,988	5.6 	37.48	998.9	42.5 	41.7 	37,438	6,278	23,444	7,643	16.8 	62.7 	20.5 	18,968	3,224	12,105	3,572	17.1 	64.0 	18.9 	18,470	3,054	11,339	4,071	16.5 	61.4 	22.0 	102.7 	37,210	217	14,113	14,093	20	12,873	14,093	9,129	3,237	4,857	169	866	3,464	778	1,627	975	17,297	539	4,224	11,979	3.2	25.2	71.6	538	531	1	1	1,227	2,996	325	715	596	2,092	303	160	2,393	839	502	745	1,451	69	1,238	551	555	38,601	103.1
08	08364				3	茨城県	大子町	20,073	22,103	-2,030	-9.2 	325.78	61.6	53.7 	57.5 	20,073	1,853	10,859	7,347	9.2 	54.1 	36.6 	9,780	969	5,721	3,082	9.9 	58.5 	31.5 	10,293	884	5,138	4,265	8.6 	49.9 	41.5 	95.0 	19,990	83	7,140	7,131	9	7,356	7,131	3,515	1,567	1,221	143	584	1,636	990	1,061	1,266	9,610	1,530	2,987	4,992	16.1	31.4	52.5	1,529	1,344	1	4	1,003	1,980	20	28	354	1,353	89	51	128	582	495	315	824	113	360	280	101	18,694	93.1
08	08442	関東			3	茨城県	美浦村	17,299	18,118	-819	-4.5 	66.57	259.9	44.9 	45.5 	17,299	2,285	11,233	3,760	13.2 	65.0 	21.8 	8,797	1,170	6,009	1,601	13.3 	68.4 	18.2 	8,502	1,115	5,224	2,159	13.1 	61.5 	25.4 	103.5 	17,075	207	6,305	6,300	5	6,216	6,300	3,602	1,204	1,863	112	423	1,579	389	547	778	8,292	453	2,125	5,522	5.6	26.2	68.2	452	451	1	1	510	1,614	26	70	478	959	101	59	191	298	1,620	261	649	41	550	219	192	16,152	93.4
08	08443	関東			3	茨城県	阿見町	47,940	47,994	-54	-0.1 	71.39	671.5	43.9 	43.6 	47,940	6,311	31,494	9,927	13.2 	66.0 	20.8 	23,794	3,153	16,104	4,382	13.3 	68.1 	18.5 	24,146	3,158	15,390	5,545	13.1 	63.9 	23.0 	98.5 	47,231	570	17,969	17,945	24	17,443	17,945	10,354	3,344	5,414	268	1,328	4,990	1,081	1,593	1,760	23,596	890	6,007	15,967	3.9	26.3	69.8	889	886	1	5	1,702	4,300	116	362	1,229	3,657	405	312	1,021	1,322	1,001	1,167	2,415	112	1,288	1,560	732	44,043	91.9
08	08447	関東			3	茨城県	河内町	10,172	10,959	-787	-7.2 	44.32	229.5	49.3 	52.1 	10,172	1,069	6,122	2,981	10.5 	60.2 	29.3 	4,923	519	3,195	1,209	10.5 	64.9 	24.6 	5,249	550	2,927	1,772	10.5 	55.8 	33.8 	93.8 	10,128	43	3,004	3,001	3	3,107	3,001	1,462	453	662	67	280	423	208	278	882	4,905	713	1,428	2,674	14.8	29.7	55.5	713	712	-	3	498	927	10	51	366	735	63	39	78	148	186	145	385	28	276	164	90	8,022	78.9
08	08521				3	茨城県	八千代町	23,106	23,609	-503	-2.1 	59.10	391.0	45.2 	46.3 	23,106	3,149	14,710	5,231	13.6 	63.7 	22.7 	11,801	1,646	7,906	2,235	14.0 	67.1 	19.0 	11,305	1,503	6,804	2,996	13.3 	60.2 	26.5 	104.4 	22,325	779	6,756	6,739	17	6,209	6,739	2,814	764	1,491	117	442	1,386	313	379	2,078	12,107	2,444	4,159	4,930	21.2	36.1	42.7	2,444	2,444	-	4	1,133	3,022	21	58	776	1,375	145	62	107	327	341	289	715	98	377	239	574	20,562	89.0
08	08542	関東			3	茨城県	五霞町	9,410	9,873	-463	-4.7 	23.09	407.5	46.0 	48.1 	9,410	1,081	6,293	2,035	11.5 	66.9 	21.6 	4,719	540	3,281	897	11.4 	69.5 	19.0 	4,691	541	3,012	1,138	11.5 	64.2 	24.3 	100.6 	9,346	64	2,927	2,922	5	2,865	2,922	1,663	448	911	74	230	474	131	208	601	4,900	237	1,893	2,363	5.3	42.1	52.6	237	237	-	-	664	1,229	16	62	427	594	58	40	87	161	117	119	338	22	217	105	407	12,373	131.5
08	08546	関東			3	茨城県	境町	25,714	26,468	-754	-2.8 	46.58	552.0	45.0 	45.9 	25,714	3,579	16,403	5,693	13.9 	63.9 	22.2 	12,805	1,815	8,487	2,471	14.2 	66.4 	19.3 	12,909	1,764	7,916	3,222	13.7 	61.4 	25.0 	99.2 	25,287	423	7,923	7,916	7	7,666	7,916	4,147	1,181	2,256	128	582	1,449	424	546	1,791	13,130	1,216	4,689	6,720	9.6	37.1	53.2	1,216	1,215	-	3	1,147	3,539	29	53	981	1,928	139	107	192	551	447	367	998	67	530	331	505	24,737	96.2
08	08564	関東			3	茨城県	利根町	17,473	18,024	-551	-3.1 	24.90	701.7	49.4 	55.3 	17,473	1,721	10,836	4,915	9.9 	62.0 	28.1 	8,467	862	5,275	2,329	10.2 	62.3 	27.5 	9,006	859	5,561	2,586	9.5 	61.7 	28.7 	94.0 	17,390	80	6,131	6,126	5	5,860	6,126	4,252	1,730	1,974	110	438	848	393	1,033	754	7,744	293	1,779	5,360	3.9	23.9	72.1	292	290	1	-	684	1,095	71	215	508	1,453	189	119	274	292	379	330	679	39	456	356	312	12,238	70.0
09	09000				a	栃木県	栃木県	2,007,683	2,016,631	-8,948	-0.4 	6,408.28	313.3	44.8 	45.4 	2,007,683	269,823	1,281,274	438,196	13.6 	64.4 	22.0 	996,855	138,441	659,810	188,645	14.0 	66.9 	19.1 	1,010,828	131,382	621,464	249,551	13.1 	62.0 	24.9 	98.6 	1,964,917	26,429	745,604	744,193	1,411	709,346	744,193	413,825	136,758	212,054	10,680	54,333	203,393	52,870	65,235	88,302	977,126	54,746	300,422	582,535	5.8	32.0	62.1	54,613	53,526	133	672	70,492	229,258	3,892	10,718	49,811	149,932	18,605	11,144	35,327	55,871	39,884	40,617	85,929	6,229	45,663	28,913	39,423	1,990,152	99.1
09	09201		宇都宮	○	2	栃木県	宇都宮市	511,739	502,396	9,343	1.9 	416.84	1,227.7	43.3 	42.7 	511,739	71,418	331,324	98,939	14.2 	66.0 	19.7 	254,605	36,624	170,025	42,772	14.7 	68.2 	17.1 	257,134	34,794	161,299	56,167	13.8 	63.9 	22.3 	99.0 	496,873	5,668	210,482	210,240	242	196,732	210,240	114,460	38,717	58,796	2,511	14,436	71,628	14,252	16,724	15,641	241,950	5,534	58,661	160,370	2.5	26.1	71.4	5,509	5,393	25	69	16,958	41,634	1,169	4,046	10,560	41,313	6,461	4,041	14,705	13,567	9,041	11,248	20,886	1,045	13,054	9,234	17,385	535,317	104.6
09	09202				2	栃木県	足利市	154,530	159,756	-5,226	-3.3 	177.82	869.0	46.7 	48.1 	154,530	19,530	95,137	39,351	12.7 	61.8 	25.5 	75,382	9,903	48,457	16,677	13.2 	64.6 	22.2 	79,148	9,627	46,680	22,674	12.2 	59.1 	28.7 	95.2 	151,849	2,508	59,134	58,996	138	58,399	58,996	35,236	12,200	17,062	1,001	4,973	15,233	5,627	6,684	5,536	73,847	1,466	26,960	44,262	2.0	37.1	60.9	1,466	1,446	-	19	4,786	22,155	255	622	4,041	12,339	1,470	902	1,698	4,083	3,483	3,036	7,401	361	3,098	1,473	1,159	150,105	97.1
09	09203	関東	宇都宮		2	栃木県	栃木市	139,262	142,774	-3,512	-2.5 	252.83	550.8	46.3 	48.0 	139,262	17,832	87,210	33,925	12.8 	62.8 	24.4 	67,859	9,076	43,972	14,643	13.4 	65.0 	21.6 	71,403	8,756	43,238	19,282	12.3 	60.7 	27.1 	95.0 	137,574	1,462	48,437	48,372	65	47,019	48,372	28,110	9,232	14,359	773	3,746	10,377	3,765	4,949	7,151	66,490	3,792	22,058	39,433	5.8	33.8	60.4	3,788	3,771	4	80	5,040	16,938	200	569	4,279	11,085	1,299	572	1,325	3,133	3,010	2,843	5,914	496	2,661	2,047	1,207	134,595	96.6
09	09204				2	栃木県	佐野市	121,249	123,926	-2,677	-2.2 	356.07	340.5	46.3 	47.8 	121,249	15,402	75,834	29,394	12.8 	62.9 	24.4 	59,499	7,843	38,815	12,435	13.3 	65.7 	21.0 	61,750	7,559	37,019	16,959	12.3 	60.2 	27.6 	96.4 	119,136	1,617	45,178	45,108	70	43,888	45,108	26,459	8,944	12,989	773	3,753	11,064	4,054	4,595	5,130	58,918	1,682	20,401	34,541	3.0	36.0	61.0	1,681	1,617	1	135	4,028	16,238	161	330	3,854	9,672	922	575	1,136	3,280	2,725	2,396	5,185	407	2,453	1,445	2,294	121,197	100.0
09	09205		宇都宮		2	栃木県	鹿沼市	102,348	104,148	-1,800	-1.7 	490.62	208.6	45.6 	46.6 	102,348	13,698	63,593	23,466	13.6 	63.1 	23.3 	50,452	6,985	32,537	10,090	14.1 	65.6 	20.3 	51,896	6,713	31,056	13,376	13.1 	60.7 	26.2 	97.2 	99,824	1,002	34,999	34,949	50	33,837	34,949	20,020	6,210	10,494	592	2,724	7,066	2,573	3,212	5,333	50,561	3,491	17,592	28,293	7.1	35.6	57.3	3,485	3,336	6	108	4,444	13,040	158	437	2,846	7,785	922	450	1,050	2,328	2,114	1,831	4,583	388	2,043	1,358	1,185	99,873	97.6
09	09206		宇都宮		2	栃木県	日光市	90,066	94,291	-4,225	-4.5 	1,449.87	62.1	48.2 	50.8 	90,066	10,483	54,512	24,826	11.7 	60.7 	27.6 	43,864	5,392	27,973	10,334	12.3 	64.0 	23.6 	46,202	5,091	26,539	14,492	11.0 	57.5 	31.4 	94.9 	89,186	563	33,926	33,542	384	33,790	33,542	17,822	6,493	8,180	485	2,664	9,217	3,768	3,687	4,429	45,149	2,315	12,549	29,102	5.3	28.5	66.2	2,293	2,106	22	54	3,919	8,576	289	246	2,111	6,526	604	349	891	6,075	2,237	1,633	3,970	281	2,558	1,332	1,183	85,780	95.2
09	09208	関東	宇都宮		2	栃木県	小山市	164,454	160,150	4,304	2.7 	171.61	958.3	43.0 	42.6 	164,454	23,193	108,376	30,964	14.3 	66.7 	19.1 	82,825	12,024	56,198	13,594	14.7 	68.7 	16.6 	81,629	11,169	52,178	17,370	13.8 	64.6 	21.5 	101.5 	158,307	4,063	62,844	62,783	61	57,225	62,783	35,030	10,859	18,762	896	4,513	18,697	3,501	4,713	6,303	78,582	3,087	24,868	46,715	4.1	33.3	62.6	3,083	3,072	4	34	5,445	19,389	387	1,526	4,815	12,567	1,692	1,101	2,138	4,143	2,737	3,140	6,223	445	3,914	1,887	3,912	166,226	101.1
09	09209		宇都宮		2	栃木県	真岡市	82,289	83,002	-713	-0.9 	167.21	492.1	43.5 	43.3 	82,289	12,245	53,841	16,203	14.9 	65.4 	19.7 	41,386	6,347	27,961	7,078	15.3 	67.6 	17.1 	40,903	5,898	25,880	9,125	14.4 	63.3 	22.3 	101.2 	78,877	3,410	27,577	27,552	25	26,906	27,552	15,347	4,657	8,272	428	1,990	5,847	1,347	1,877	4,708	42,119	4,529	16,568	20,826	10.8	39.5	49.7	4,528	4,525	1	22	3,063	13,483	98	247	2,032	5,577	574	287	1,052	1,805	1,354	1,423	3,265	355	1,808	949	196	82,695	100.5
09	09210		宇都宮		2	栃木県	大田原市	77,729	79,023	-1,294	-1.6 	354.12	219.5	44.7 	45.2 	77,729	9,864	50,429	16,385	12.9 	65.8 	21.4 	39,118	5,031	26,595	6,960	13.0 	68.9 	18.0 	38,611	4,833	23,834	9,425	12.7 	62.6 	24.7 	101.3 	75,228	1,338	28,075	28,010	65	26,617	28,010	13,270	4,284	6,839	363	1,784	8,769	1,605	2,001	4,217	38,327	4,406	12,707	19,383	12.1	34.8	53.1	4,395	4,297	11	5	2,573	10,129	115	305	1,286	4,775	539	286	730	1,926	1,476	1,699	3,140	361	1,464	1,281	1,831	82,030	105.5
09	09211		宇都宮		2	栃木県	矢板市	35,343	35,685	-342	-1.0 	170.66	207.1	45.7 	47.2 	35,343	4,638	22,519	8,161	13.1 	63.8 	23.1 	17,594	2,398	11,688	3,488	13.6 	66.5 	19.8 	17,749	2,240	10,831	4,673	12.6 	61.0 	26.3 	99.1 	34,900	427	12,438	12,414	24	11,997	12,414	6,872	2,243	3,426	193	1,010	2,996	899	1,085	1,836	17,287	1,079	6,196	9,340	6.5	37.3	56.2	1,075	1,007	4	3	1,162	5,031	74	136	856	2,198	247	137	428	790	670	732	1,572	136	825	539	672	34,938	98.9
09	09213		宇都宮		2	栃木県	那須塩原市	117,812	115,032	2,780	2.4 	592.82	198.7	43.5 	43.4 	117,812	17,087	76,424	22,968	14.7 	65.6 	19.7 	58,402	8,674	38,942	10,019	15.0 	67.6 	17.4 	59,410	8,413	37,482	12,949	14.3 	63.7 	22.0 	98.3 	115,137	1,733	44,602	44,545	57	40,917	44,545	24,642	8,199	12,488	625	3,330	12,740	2,870	3,518	4,978	59,140	3,673	18,371	33,449	6.6	33.1	60.3	3,661	3,573	12	37	4,388	13,946	286	456	2,270	8,028	816	707	1,700	4,993	2,793	2,371	4,734	346	2,579	1,370	3,647	111,982	95.1
09	09214		宇都宮		2	栃木県	さくら市	44,768	41,383	3,385	8.2 	125.46	356.8	43.6 	43.0 	44,768	6,480	29,024	9,180	14.5 	65.0 	20.5 	23,303	3,319	15,906	4,014	14.3 	68.4 	17.3 	21,465	3,161	13,118	5,166	14.7 	61.2 	24.1 	108.6 	44,523	244	14,917	14,865	52	13,033	14,865	8,202	2,519	4,453	189	1,041	3,569	824	1,119	2,271	20,885	1,940	6,317	12,328	9.4	30.7	59.9	1,914	1,897	26	9	1,329	4,979	89	138	958	2,800	299	188	1,485	849	893	950	1,888	164	830	797	300	41,859	93.5
09	09215		宇都宮		2	栃木県	那須烏山市	29,206	31,152	-1,946	-6.2 	174.42	167.4	48.9 	51.9 	29,206	3,339	17,594	8,248	11.4 	60.3 	28.3 	14,335	1,725	9,107	3,480	12.1 	63.6 	24.3 	14,871	1,614	8,487	4,768	10.9 	57.1 	32.1 	96.4 	29,029	173	9,586	9,554	32	9,680	9,554	5,154	1,732	2,492	201	729	1,816	878	1,025	1,844	14,481	1,593	4,729	7,543	11.5	34.1	54.4	1,590	1,568	3	3	1,127	3,599	32	74	626	1,884	196	102	408	567	659	511	1,298	177	587	422	616	27,116	92.8
09	09216	関東	宇都宮		2	栃木県	下野市	59,483	59,132	351	0.6 	74.58	797.6	42.8 	42.8 	59,483	8,825	39,174	11,300	14.9 	66.1 	19.1 	29,454	4,519	19,791	4,997	15.4 	67.5 	17.1 	30,029	4,306	19,383	6,303	14.4 	64.6 	21.0 	98.1 	59,117	357	20,501	20,481	20	19,378	20,481	11,955	3,629	6,746	261	1,319	4,910	1,016	1,619	2,711	29,480	1,881	7,803	18,390	6.7	27.8	65.5	1,880	1,876	1	11	1,907	5,885	123	356	1,724	3,954	572	284	940	1,119	928	1,648	4,157	151	1,475	959	1,406	53,976	90.7
09	09301		宇都宮		3	栃木県	上三川町	31,621	31,592	29	0.1 	54.52	580.0	41.4 	41.0 	31,621	5,182	21,082	5,354	16.4 	66.7 	16.9 	16,250	2,726	11,133	2,388	16.8 	68.5 	14.7 	15,371	2,456	9,949	2,966	16.0 	64.7 	19.3 	105.7 	31,429	183	10,390	10,379	11	10,039	10,379	6,159	1,585	3,813	146	615	2,168	392	647	1,544	16,333	1,462	5,931	8,476	9.2	37.4	53.4	1,459	1,459	3	3	1,038	4,890	47	112	912	2,377	206	120	547	715	432	555	1,276	84	706	387	464	31,931	101.0
